real_accuracy,synth_accuracy,f1_ml_real,f1_ml_synth
0.5993710413252425,0.5063560260442043,0.6070052539404553,0.3601762114537445
0.60251583469903,0.5009080037206006,0.5920704845814978,0.4209390178089584
0.6008327058510874,0.5258005935243832,0.5942674025280399,0.34935304990757854
0.6021171989192541,0.5125127341985206,0.5989565217391304,0.3362658846529814
0.6036674491739381,0.4957257385835142,0.5818896231469906,0.39637352674524023
